Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
215,427,1041,303,301,353,JLPT4,お母さん,おかあさん,mother,[sound:e4c73eac7953893b6d47f2a3690c2ded.mp3],Noun,<b>お母さん</b>によろしくお伝えください。,<b>おかあさん</b> に よろしく おつたえ ください,Please give my best to your mother.,[sound:4d803bd555a24b373a59891033341145.mp3],"<img src=""b7258d482e36578c0a8c0b14e0364f29.jpg"" />",お 母[かあ]さん,<b>お 母[かあ]さん</b>によろしくお 伝[つた]えください。,<b>（　）</b>によろしくお 伝[つた]えください。
220,1040,1041,1049,384,354,JLPT3,手伝う,てつだう,"help, assist",[sound:724bf87dd807c9d55cc114b162b0c73a.mp3],Verb,私が<b>手伝いましょう</b>。,わたし が <b>てつだいましょう</b>,Can I help you?,[sound:66287de3944a683e6da2a7651cd4df81.mp3],"<img src=""7d96572c07e334bfafe085bc634fc2ea.jpg"" />",手伝[てつだ]う,私[わたし]が<b> 手伝[てつだ]いましょう</b>。,私[わたし]が<b>（　）</b>。
78,511,1042,331,330,355,JLPT4,飛ぶ,とぶ,fly,[sound:62262adf913badaf81555968e340c6d9.mp3],Verb,鳥が<b>飛んでいます</b>。,とり が <b>とんで います</b>,A bird is flying.,[sound:07cc9d324ddfd996edecf4786d28c0d6.mp3],"<img src=""7b571e6b9089fa9478bc4f61c7394c9d.jpg"" />",飛[と]ぶ,鳥[とり]が<b> 飛[と]んでいます</b>。,鳥[とり]が<b>（　）</b>。
173,394,1044,283,282,356,JLPT4,歌う,うたう,sing,[sound:e560da7f0a519806598aabfc7f31e1cc.mp3],Verb,私たちは大きな声で<b>歌いました</b>。,わたしたち は おおき な こえ で <b>うたいました</b>,We sang loudly.,[sound:9dad6b6626db446faa76fa40d7028d2c.mp3],"<img src=""2ee03db628c1db9f459911219f9212e3.jpg"" />",歌[うた]う,私[わたし]たちは 大[おお]きな 声[こえ]で<b> 歌[うた]いました</b>。,私[わたし]たちは 大[おお]きな 声[こえ]で<b>（　）</b>。
98,476,1047,327,325,357,JLPT4,死ぬ,しぬ,die,[sound:ed5e5d19edc49db091b4ca65f3e7f974.mp3],Verb,犬が病気で<b>死にました</b>。,いぬ が びょうき で <b>しにました</b>。,Our dog got sick and died.,[sound:49a71f46ed7e3826c99a9781a09e3cae.mp3],"<img src=""67fd5ca7e858c69007f6965b92c4dc9e.jpg"" />",死[し]ぬ,犬[いぬ]が 病気[びょうき]で<b> 死[し]にました</b>。,犬[いぬ]が 病気[びょうき]で<b>（　）</b>。
260,75,1047,115,114,358,JLPT4,大好き,だいすき,love,[sound:6cf19e66eca87f63ed8a52f18cd18264.mp3],Adjective,私は犬が<b>大好き</b>だ。,わたし は いぬ が <b>だいすき</b> だ,I love dogs.,[sound:3836e1ee8c5beaf9c4c2271f9191db17.mp3],"<img src=""f60a6ec22e14f5aad7cb6c8a83fb96d4.jpg"" />",大好[だいす]き,私[わたし]は 犬[いぬ]が<b> 大好[だいす]き</b>だ。,私[わたし]は 犬[いぬ]が<b>（　）</b>だ。
35,74,1050,113,112,359,JLPT4,子供,こども,"child, kid",[sound:53c9d696cddc7b3719a98ee64a3dd4c0.mp3],Noun,電車で<b>子供</b>が騒いでいた。,でんしゃ で <b>こども</b> が さわいで いた,Kids were making a racket in the train.,[sound:d858c89f4165c21f6f848ee72b65c397.mp3],"<img src=""8318b8431f47fe989ff18de0ff960ffc.jpg"" />",子供[こども],電車[でんしゃ]で<b> 子供[こども]</b>が 騒[さわ]いでいた。,電車[でんしゃ]で<b>（　）</b>が 騒[さわ]いでいた。
157,1064,1065,1050,385,360,JLPT4,狭い,せまい,"narrow, restricted",[sound:f82f3f1f33ed3b3cae07a3400731d2e2.mp3],Adjective,私の部屋は<b>狭い</b>です。,わたし の へや は <b>せまい</b> です,My room is small.,[sound:c32f0949803d0aa75aceb15906efbab6.mp3],"<img src=""1e293b927738e1b8783512d93f5d716e.jpg"" />",狭[せま]い,私[わたし]の 部屋[へや]は<b> 狭[せま]い</b>です。,私[わたし]の 部屋[へや]は<b>（　）</b>です。
282,1073,1074,1051,386,361,JLPT3,触る,さわる,"touch, feel",[sound:8a515e638d2826bc7c6d5bbb37254e29.mp3],Verb,絵に<b>触らないで</b>ください。,え に <b>さわらない で</b> ください,Please don't touch the painting.,[sound:ab8fef7c16aba12c69c3ec6fbeeed0d3.mp3],"<img src=""90893ff7dffdabf5db8cb77df6f54f33.jpg"" />",触[さわ]る,絵[え]に<b> 触[さわ]らないで</b>ください。,絵[え]に<b>（　）</b>ください。
252,1095,1096,1052,387,362,JLPT4,嫌い,きらい,dislike,[sound:2b0bb97dac24f3d1a191b6130b8f54cd.mp3],Adjective,私はタバコが<b>嫌い</b>です。,わたし は たばこ が <b>きらい</b> です,I hate cigarettes.,[sound:f25e31f006e3afb3ba8852f42e6c0dbf.mp3],"<img src=""6cecfd66dcbb34f8b2e1d33229924125.jpg"" />",嫌[きら]い,私[わたし]はタバコが<b> 嫌[きら]い</b>です。,私[わたし]はタバコが<b>（　）</b>です。
369,19,1114,44,43,363,JLPT4,七日,なのか,"seven days, 7th of the month",[sound:3b748f395b556818bcdf57e17a70cf9f.mp3],Noun,先月の<b>七日</b>に孫が生まれました。,せんげつ の <b>なのか</b> に まご が うまれました,My grandchild was born on the seventh of last month.,[sound:0da20e5f9ab1e049bf9f271c4712aab5.mp3],"<img src=""6d3dabddca65f10de486cc50c0b9d602.jpg"" />",七日[なのか],先月[せんげつ]の<b> 七日[なのか]</b>に 孫[まご]が 生[う]まれました。,先月[せんげつ]の<b>（　）</b>に 孫[まご]が 生[う]まれました。
328,184,1137,194,193,364,JLPT2,有る,ある,"exist, possess",[sound:864bc4e37c2bfd4b3e9ad2f5f59b6448.mp3],Verb,私の机の上に書類がたくさん<b>有ります</b>。,わたし の つくえ の うえ に しょるい が たくさん <b>あります</b>,There are a lot of documents on my desk.,[sound:621b7a88612cb3d1d677e0c3e7a96c95.mp3],"<img src=""677ce494fc8a9104e7ef8a67bac80358.jpg"" />",有[あ]る,私[わたし]の 机[つくえ]の 上[うえ]に 書類[しょるい]がたくさん<b> 有[あ]ります</b>。,私[わたし]の 机[つくえ]の 上[うえ]に 書類[しょるい]がたくさん<b>（　）</b>。
186,1192,1193,2001,388,365,JLPT2,浴びる,あびる,take (a shower),[sound:2bb9e8f2dc3129a2e30706501529db2d.mp3],Verb,私は朝、シャワーを<b>浴びます</b>。,わたし は あさ しゃわー を <b>あびます</b>,I take a shower in the morning.,[sound:587fbcb7e2779fb900c97f5e4202cfaa.mp3],"<img src=""ce008d12b3797fc407004d3bf842bafe.jpg"" />",浴[あ]びる,私[わたし]は 朝[あさ]、シャワーを<b> 浴[あ]びます</b>。,私[わたし]は 朝[あさ]、シャワーを<b>（　）</b>。
49,266,1236,236,235,366,JLPT3,生きる,いきる,live (one's life),[sound:f253e44ff6e83a18acc7587dd202cb7a.mp3],Verb,皆一生懸命<b>生きている</b>。,みんな いっしょうけんめい <b>いきて いる</b>,They're all living their lives the best way that they can.,[sound:87d62565a63f065ad1ac9dd95ca816af.mp3],"<img src=""16a0937793bad09c1c6073ab488d0f5a.jpg"" />",生[い]きる,皆一生懸命[みんな いっしょうけんめい]<b> 生[い]きている</b>。,皆一生懸命[みんな いっしょうけんめい]<b>（　）</b>。
43,158,1268,183,181,367,JLPT4,長い,ながい,long,[sound:0fca37c33de84b2fb16cc30d99ab9a09.mp3],Adjective,彼女の髪はとても<b>長い</b>。,かのじょ の かみ は とても <b>ながい</b>,Her hair is very long.,[sound:aeab5b726f1037acff8faf97cd30ba4b.mp3],"<img src=""2c036af27b0e4e0fc4c9724749ed73a0.jpg"" />",長[なが]い,彼女[かのじょ]の 髪[かみ]はとても<b> 長[なが]い</b>。,彼女[かのじょ]の 髪[かみ]はとても<b>（　）</b>。
267,1267,1268,2003,390,368,JLPT2,髪の毛,かみのけ,hair,[sound:1841cf0cd6ee6e99ad37f2895f7214da.mp3],Noun,<b>髪の毛</b>が伸びたね。,<b>かみのけ</b> が のびた ね,"Your hair's longer, isn't it?",[sound:f443aa8b73c6ef42c1414b711703db96.mp3],"<img src=""cd1952a41badfef5bd7b23ed71605c48.jpg"" />",髪[かみ]の 毛[け],<b> 髪[かみ]の 毛[け]</b>が 伸[の]びたね。,<b>（　）</b>が 伸[の]びたね。
221,1270,1271,2005,392,369,JLPT4,鼻,はな,nose,[sound:67d1c8bf51a872d10e593c2564ebe4f7.mp3],Noun,<b>鼻</b>がかゆいです。,<b>はな</b> が かゆい です,My nose itches.,[sound:f9e203cc1f56965364781bb8214100ae.mp3],"<img src=""3b257f635c80476c72e67c978a4b5e3e.jpg"" />",鼻[はな],<b> 鼻[はな]</b>がかゆいです。,<b>（　）</b>がかゆいです。
199,1319,1320,2006,393,370,JLPT3,腕,うで,arm,[sound:971d77bcd24d8d6eee9661fc1980af8d.mp3],Noun,彼の<b>腕</b>は太い。,かれ の <b>うで</b> は ふとい,He has big arms.,[sound:49a872d064f13fd573b482adbfe14078.mp3],"<img src=""ab3020967fdb769e8ce6232d06de9e36.jpg"" />",腕[うで],彼[かれ]の<b> 腕[うで]</b>は 太[ふと]い。,彼[かれ]の<b>（　）</b>は 太[ふと]い。
326,4,1320,9,8,371,JLPT4,四つ,よっつ,four (things),[sound:eb59cb2c08d3f78edc8df92fba7b6ac5.mp3],Noun,私は腕時計を<b>四つ</b>持っています。,わたし は うでどけい を <b>よっつ</b> もって います,I have four wristwatches.,[sound:409205b3c8ee4630ef1979d4ee72d3a6.mp3],"<img src=""a3267bbba322df42792e78a38452ac0c.jpg"" />",四[よっ]つ,私[わたし]は 腕時計[うでどけい]を<b> 四[よっ]つ</b> 持[も]っています。,私[わたし]は 腕時計[うでどけい]を<b>（　）</b> 持[も]っています。
129,0,1338,158,167,372,JLPT4,みんな,みんな,"all, everybody",[sound:ac0416ebc73cbc84afabf4677d163b12.mp3],Noun,<b>みんな</b>にお菓子をあげましょう。,<b>みんな</b> に おかし を あげましょう,Let's give everyone some sweets.,[sound:59efb17497ca9566990af0b3758d71c7.mp3],"<img src=""d30d31fed10e3066447478ac2ac9e99e.jpg"" />",みんな,<b>みんな</b>にお 菓子[かし]をあげましょう。,<b>（　）</b>にお 菓子[かし]をあげましょう。
164,913,1350,1037,372,373,JLPT3,笑う,わらう,"laugh, smile",[sound:3e18ffe0e928717549e3cbad413532e2.mp3],Verb,赤ん坊が<b>笑っています</b>。,あかんぼう が <b>わらって います</b>,The baby is laughing.,[sound:29acbd97abaeb71bf99ea876ad78727e.mp3],"<img src=""6bafdbeefe2d14b392fd57cf1a22f5e4.jpg"" />",笑[わら]う,赤[あか]ん 坊[ぼう]が<b> 笑[わら]っています</b>。,赤[あか]ん 坊[ぼう]が<b>（　）</b>。
172,388,1354,280,278,374,JLPT4,紙,かみ,paper,[sound:130d4e4c03a75cfa03769d845d76f7f9.mp3],Noun,<b>紙</b>と鉛筆はありますか。,<b>かみ</b> と えんぴつ は あります か,Do you have paper and pencil?,[sound:36be28328af6a7bb32560029038f71de.mp3],"<img src=""beb6dac8a7ec4f7ff290598e4a4ddff6.jpg"" />",紙[かみ],<b> 紙[かみ]</b>と 鉛筆[えんぴつ]はありますか。,<b>（　）</b>と 鉛筆[えんぴつ]はありますか。
354,42,1363,85,84,375,JLPT4,下,した,"under, below",[sound:94f450df0759dabc3aad802969cc3ed6.mp3],Noun,財布は机の<b>下</b>にあった。,さいふ は つくえ の <b>した</b> に あった,My purse was under the desk.,[sound:8214fc5f4adc0a21258cf2c5a6fb1a7d.mp3],"<img src=""2cc3a974fb33a8b9c5a8c3ff2c13e412.jpg"" />",下[した],財布[さいふ]は 机[つくえ]の<b> 下[した]</b>にあった。,財布[さいふ]は 机[つくえ]の<b>（　）</b>にあった。
40,47,1380,93,92,376,JLPT4,入れる,いれる,put in,[sound:bfa1a7ca89da080075f38b46dfb324e1.mp3],Verb,彼はかばんに手帳を<b>入れた</b>。,かれ は かばん に てちょう を <b>いれた</b>,He put the appointment book in his bag.,[sound:ea7dd53372fd880b0e8658790dc8134e.mp3],"<img src=""027a6a740307ab241da621a65600a902.jpg"" />",入[い]れる,彼[かれ]はかばんに 手帳[てちょう]を<b> 入[い]れた</b>。,彼[かれ]はかばんに 手帳[てちょう]を<b>（　）</b>。
303,0,1398,293,303,377,JLPT0,よう,よう,"way, like, kind",[sound:7575fc7ce844b705ea70c1685f051c25.mp3],Noun,彼女は眠い<b>よう</b>です。,かのじょ は ねむい <b>よう</b> です,It looks like she's sleepy.,[sound:e2970b4e66ea883d570cef593c0ed530.mp3],"<img src=""d086aab303962a5b710dc675ddaa52c7.jpg"" />",よう,彼女[かのじょ]は 眠[ねむ]い<b>よう</b>です。,彼女[かのじょ]は 眠[ねむ]い<b>（　）</b>です。
247,1405,1406,2007,394,378,JLPT2,掛ける,かける,"hang, put on",[sound:1f9397f9837dd51290dc4ed770226cf4.mp3],Verb,夫の服をハンガーに<b>掛けた</b>。,おっと の ふく を はんがー に <b>かけた</b>,I put my husband's clothes on a hanger.,[sound:61d259184f31a53c6b0c033d438a2370.mp3],"<img src=""a91039056cee480ffbbede6e5e043013.jpg"" />",掛[か]ける,夫[おっと]の 服[ふく]をハンガーに<b> 掛[か]けた</b>。,夫[おっと]の 服[ふく]をハンガーに<b>（　）</b>。
187,1268,1426,2004,391,379,JLPT2,肩,かた,shoulder,[sound:ba1e312759551721042d9a97715a46e6.mp3],Noun,<b>肩</b>が凝りました。,<b>かた</b> が こりました,My shoulders are stiff.,[sound:151cc8978efdf258104b0fe1b7cba51d.mp3],"<img src=""1bc57226f233675761038fb8a39493dd.jpg"" />",肩[かた],<b> 肩[かた]</b>が 凝[こ]りました。,<b>（　）</b>が 凝[こ]りました。
376,1463,1464,2008,395,380,JLPT3,僕,ぼく,I (young male),[sound:65af1df2185ce10303ca59cf6bbb564b.mp3],Noun,<b>僕</b>は学生です。,<b>ぼく</b> は がくせい です,I'm a student.,[sound:1e38f3bced8ef8dc29eb9cd2f581e022.mp3],"<img src=""4f1de4cc99116d2e9598cb9d515e74dd.jpg"" />",僕[ぼく],<b> 僕[ぼく]</b>は 学生[がくせい]です。,<b>（　）</b>は 学生[がくせい]です。
281,712,1566,1011,346,381,JLPT4,曇る,くもる,become cloudy,[sound:b70b1d5da412d4150f182cd1672151f2.mp3],Verb,明日は昼頃から<b>曇る</b>でしょう。,あす は ひるごろ から <b>くもる</b> でしょう,It'll probably get cloudy around noon tomorrow.,[sound:6c1d4bb7f2dd96e7581986fdd9f5dfd8.mp3],"<img src=""7b86e4a589ac83e9ed4af313e7d03fb3.jpg"" />",曇[くも]る,明日[あす]は 昼頃[ひるごろ]から<b> 曇[くも]る</b>でしょう。,明日[あす]は 昼頃[ひるごろ]から<b>（　）</b>でしょう。
283,1595,1596,3001,396,382,JLPT2,駄目,だめ,no good,[sound:bbf6e4ece5428308b5af1b71394e075c.mp3],Adjectival Noun,彼は<b>駄目</b>な男だ。,かれ は <b>だめ</b> な おとこ だ,He's a loser.,[sound:6530bcab0c844fee5a6cddd7bda0b57b.mp3],"<img src=""421730baead9701afd37c14d310f280e.jpg"" />",駄目[だめ],彼[かれ]は<b> 駄目[だめ]</b>な 男[おとこ]だ。,彼[かれ]は<b>（　）</b>な 男[おとこ]だ。
264,41,1677,83,82,383,JLPT2,上る,のぼる,go up,[sound:248af745d86cdb8ac55436519e2fd6ec.mp3],Verb,猫が屋根に<b>上っている</b>。,ねこ が やね に <b>のぼって いる</b>,The cat's up on the roof.,[sound:48de2444e622d167c8767b651f43491c.mp3],"<img src=""67e39e6a6bf6fbe2118b161bc8efb1d0.jpg"" />",上[のぼ]る,猫[ねこ]が 屋根[やね]に<b> 上[のぼ]っている</b>。,猫[ねこ]が 屋根[やね]に<b>（　）</b>。
134,665,1678,1006,341,384,JLPT0,落ちる,おちる,"fall, sink",[sound:74fc811402f568d492ca98a543e866a2.mp3],Verb,猿も木から<b>落ちる</b>。,さる も き から <b>おちる</b>,Monkeys also fall from trees.,[sound:bec0a8e92436da298f0b7ccc25a65ff1.mp3],"<img src=""677ae250e39bb9eb087b29ab19c9096d.jpg"" />",落[お]ちる,猿[さる]も 木[き]から<b> 落[お]ちる</b>。,猿[さる]も 木[き]から<b>（　）</b>。
104,53,1688,101,100,385,JLPT4,体,からだ,"body, health",[sound:aac1d7e615dd8d27e82ab99be87b267b.mp3],Noun,私は<b>体</b>が丈夫だ。,わたし は <b>からだ</b> が じょうぶ だ,I'm physically strong.,[sound:9d5d3cf5690e2fa2d2bac7d5fe418ff5.mp3],"<img src=""34cef4139b0b52572a2f24ed06626edf.jpg"" />",体[からだ],私[わたし]は<b> 体[からだ]</b>が 丈夫[じょうぶ]だ。,私[わたし]は<b>（　）</b>が 丈夫[じょうぶ]だ。
355,1687,1688,3002,397,386,JLPT4,大丈夫,だいじょうぶ,"alright, OK",[sound:5cd600c1051699ef10552b99ba5f353e.mp3],Adjectival Noun,<b>大丈夫</b>ですか。,<b>だいじょうぶ</b> です か,Are you OK?,[sound:7130f8077c59efd066ba534bd914428a.mp3],"<img src=""9854f4a8904af9594d07538528c57735.jpg"" />",大丈夫[だいじょうぶ],<b> 大丈夫[だいじょうぶ]</b>ですか。,<b>（　）</b>ですか。
141,471,1703,326,324,387,JLPT4,病気,びょうき,illness,[sound:04a1deafe9a523fd96dc93251554c94e.mp3],Verbal Noun,祖父が<b>病気</b>になった。,そふ が <b>びょうき</b> に なった,My grandfather got sick.,[sound:4d0642164b6ae1646fe4d5e1907a5faa.mp3],"<img src=""c8584a98b750c554f5e3f380c64af850.jpg"" />",病気[びょうき],祖父[そふ]が<b> 病気[びょうき]</b>になった。,祖父[そふ]が<b>（　）</b>になった。
373,11,1703,25,24,388,JLPT4,百,ひゃく,hundred,[sound:97a006508e55a1c68635bf9c943bcb2b.mp3],Noun,私の祖母は<b>百</b>才です。,わたし の そぼ は <b>ひゃく</b>さい です,My grandmother is 100 years old.,[sound:71dd3b92bf4d603a9b4be03e83b531ae.mp3],"<img src=""c88e723ef25022d1b38623db6654531b.jpg"" />",百[ひゃく],私[わたし]の 祖母[そぼ]は<b> 百[ひゃく]</b> 才[さい]です。,私[わたし]の 祖母[そぼ]は<b>（　）</b> 才[さい]です。
257,1718,1719,3003,398,389,JLPT2,風邪,かぜ,cold (illness),[sound:6e21206b29d9f41ed5d1d3705071cf2c.mp3],Noun,私は<b>風邪</b>を引きました。,わたし は <b>かぜ</b> を ひきました 。,I caught a cold.,[sound:720d26b7fb852026d497c34a4d73a939.mp3],"<img src=""0b287445071061500fab36f76fbdb7be.jpg"" />",風邪[かぜ],私[わたし]は<b> 風邪[かぜ]</b>を 引[ひ]きました。,私[わたし]は<b>（　）</b>を 引[ひ]きました。
330,5,1749,12,11,390,JLPT4,五つ,いつつ,five (things),[sound:6d4f312f2d50d86bf8e44179d9bdba96.mp3],Noun,桃を<b>五つ</b>ください。,もも を <b>いつつ</b> ください,"I'd like five peaches, please.",[sound:8b7eab9f0733ec96fd691fe4b0c1291c.mp3],"<img src=""7437f8d537ef343803e583aa1a18cd6d.jpg"" />",五[いつ]つ,桃[もも]を<b> 五[いつ]つ</b>ください。,桃[もも]を<b>（　）</b>ください。
51,570,1861,1003,338,391,JLPT4,顔,かお,face,[sound:5af5be2f3625fb1bbc5ea5dcb100faba.mp3],Noun,彼はタオルで<b>顔</b>を拭きました。,かれ は たおる で <b>かお</b> を ふきました,He wiped his face with a towel.,[sound:a44a6be3f27f185e736da411e77b3755.mp3],"<img src=""d5d01e1c67d013627e783ca0d871a326.jpg"" />",顔[かお],彼[かれ]はタオルで<b> 顔[かお]</b>を 拭[ふ]きました。,彼[かれ]はタオルで<b>（　）</b>を 拭[ふ]きました。
